biz_name,biz_info,e_address,e_city,e_state,e_postal,e_country,loc_county,loc_FIPS,loc_MSA,loc_PMSA,loc_TZ,loc_DST,biz_phone,biz_email,web_url,img_url,c_type,c_years,c_setting,c_housing,c_pop,c_ratio,c_tuition,oos_tuition,rank,acceptance_rate,majors,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8
The Colorado Center for Medical Laboratory Science,One but less than two years certificate;Postbaccalaureate certificate,1719 E 19th Ave,Denver,CO,80218,USA,Denver,8031,,2080,MST,Y,(303) 839-6485,,http://www.medlabed.org,,Private (Not For Profit),4 Years,City: Large,0,18,,,,,,,,,,,,,,
The Commonwealth Medical College,Master's degree,501 Madison Ave,Scranton,PA,18510,USA,Lackawanna,42069,7560,,EST,Y,(570) 504-7000,,http://www.thecommonwealthmedical.com,,Private (Not For Profit),4 Years,,0,78,,,,,,,,,,,,,,
The Curtis Institute of Music,Two but less than 4 years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree,1726 Locust St,Philadelphia,PA,19103,USA,Philadelphia,42101,,6160,EST,Y,(215) 893-5252,,http://www.curtis.edu,,Private (Not For Profit),4 Years,City: Large,0,159,2 to 1,,,,,,,,,,,,,
The Dickinson School of Law of the Pennsylvania State University,Master's degree,150 S College St,Carlisle,PA,17013,USA,Cumberland,42041,3240,,EST,Y,(717) 240-5000,,http://www.dsl.psu.edu/,,Public,4 Years,Town: Fringe,0,264,,,,,,,,,,,,,,
The Evergreen State College,Bachelor's degree;Master's degree,2700 Evergreen Pkwy NW,Olympia,WA,98505,USA,Thurston,53067,,5910,PST,Y,(360) 867-6000,,http://www.evergreen.edu,,Public,4 Years,City: Small,1,4891,23 to 1,,,,,,,,,,,,,
The General Theological Seminary,Postbaccalaureate certificate;Master's degree;Post-master's certificate,175 Ninth Ave,New York,NY,10011,USA,New York,36061,,5600,EST,Y,(212) 243-5150,,http://www.WWW.GTS.EDU,,Private (Not For Profit),4 Years,City: Large,1,139,,,,,,,,,,,,,,
The Illinois Institute of Art-Chicago,One but less than two years certificate;Associate's degree;Bachelor's degree,350 N Orleans St,Chicago,IL,60654,USA,Cook,17031,,1600,CST,Y,(312) 280-3500,,http://www.aii.edu,,Private (For Profit),4 Years,City: Large,1,2990,20 to 1,,,,,,,,,,,,,
The Illinois Institute of Art-Schaumburg,Less than one year certificate;Associate's degree;Bachelor's degree,1000 Plaza Dr #100,Schaumburg,IL,60173,USA,Cook,17031,,1600,CST,Y,(847) 619-3450,,http://www.ilia.aii.edu,,Private (For Profit),4 Years,City: Small,0,1420,22 to 1,,,,,,,,,,,,,
The John Marshall Law School,Master's degree,315 S Plymouth Ct,Chicago,IL,60604,USA,Cook,17031,,1600,CST,Y,(312) 427-2737,,http://www.WWW.JMLS.EDU,,Private (Not For Profit),4 Years,City: Large,0,1539,,,,,,,,,,,,,,
The Juilliard School,Two but less than 4 years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,60 Lincoln Center Plaza,New York,NY,10023,USA,New York,36061,,5600,EST,Y,(212) 799-5000,,http://www.juilliard.edu,,Private (Not For Profit),4 Years,City: Large,1,980,3 to 1,,,,,,,,,,,,,
The King - s College,Bachelor's degree,350 Fifth Ave Suite 1500,New York,NY,10118,USA,New York,36061,,5600,EST,Y,(212) 659-7200,,http://www.tkc.edu,,Private (Not For Profit),4 Years,,1,302,14 to 1,,,,,,,,,,,,,
The Master's College and Seminary,One but less than two years certificate|Bachelor's degree|Master's degree|Doctor's degree - professional practice|Doctor's degree - other,21726 Placerita Canyon Road,Santa Clarita,CA,91321,USA,Los Angeles,6037,,4480,PST,Y,(661) 259-3540,,http://www.masters.edu,,Private (Not For Profit),4 Years,Suburb: Midsize,1,1442,12 to 1,,,,,,,,,,,,,
The National Hispanic University,Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree,14271 Story Rd,San Jose,CA,95127,USA,Santa Clara,6085,,7400,PST,Y,(408) 254-6900,,http://www.nhu.edu,,Private (For Profit),4 Years,City: Large,0,609,14 to 1,,,,,,,,,,,,,
The New England Conservatory of Music,Two but less than 4 years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree,290 Huntington Ave,Boston,MA,2115,USA,Suffolk,25025,,1120,EST,Y,(617) 585-1100,,http://www.necmusic.edu,,Private (Not For Profit),4 Years,City: Large,1,785,6 to 1,,,,,,,,,,,,,
The New England Institute of Art,Associate's degree;Bachelor's degree,10 Brookline Pl,Brookline,MA,2445,USA,Norfolk,25021,,1120,EST,Y,(617) 739-1700,,http://www.artinstitutes.edu/boston,,Private (For Profit),4 Years,Suburb: Large,1,1614,15 to 1,,,,,,,,,,,,,
The New School,Associate's degree;Two but less than 4 years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,66 W 12th Street,New York,NY,10011,USA,New York,36061,,5600,EST,Y,(212) 229-5600,,http://www.newschool.edu,,Private (Not For Profit),4 Years,City: Large,1,10260,10 to 1,,,,,,,,,,,,,
The Richard Stockton College of New Jersey,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,W Jimmie Leeds Rd,Galloway,NJ,8240,USA,Atlantic,34001,,560,EST,Y,(609) 652-1776,,http://www.stockton.edu,,Public,4 Years,Suburb: Midsize,1,7559,18 to 1,,,,,,,,,,,,,
The Robert B Miller College,Bachelor's degree,450 North Ave,Battle Creek,MI,49017,USA,Calhoun,26025,3720,,EST,Y,(269) 660-8021,,http://www.millercollege.edu,,Private (Not For Profit),4 Years,City: Small,0,290,12 to 1,,,,,,,,,,,,,
The Sage Colleges,Less than one year certificate;Associate's degree;Bachelor's degree;Master's degree;Post-master's certificate,65 1st St,Troy,NY,12180,USA,Rensselaer,36083,160,,EST,Y,(518) 244-2000,,http://www.sage.edu,,Private (Not For Profit),4 Years,City: Small,1,749,11 to 1,,,,,,,,,,,,,
The Southern Baptist Theological Seminary,Less than one year certificate;Associate's degree;Two but less than 4 years certificate;Bachelor's degree;Master's degree;Post-master's certificate,2825 Lexington Rd,Louisville,KY,40206,USA,Jefferson,21111,4520,,EST,Y,(800) 626-5525,,http://www.sbts.edu,,Private (Not For Profit),4 Years,City: Large,1,3361,28 to 1,,,,,,,,,,,,,
The University of Alabama,Bachelor's degree;Master's degree;Post-master's certificate,739 University Blvd,Tuscaloosa,AL,35401,USA,Tuscaloosa,1125,8600,,CST,Y,(205) 348-6010,,http://www.ua.edu/,,Public,4 Years,City: Midsize,1,28699,20 to 1,,,,,,,,,,,,,
The University of Findlay,Associate's degree;Bachelor's degree;Master's degree,1000 N Main St,Findlay,OH,45840,USA,Hancock,39063,,,EST,Y,(419) 422-8313,,http://www.findlay.edu/,,Private (Not For Profit),4 Years,Town: Distant,1,4278,16 to 1,,,,,,,,,,,,,
The University of Montana,One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,32 Campus Dr,Missoula,MT,59812,USA,Missoula,30063,5140,,MST,Y,(406) 243-0211,,http://www.umt.edu,,Public,4 Years,Rural: Fringe,1,14921,19 to 1,,,,,,,,,,,,,
The University of Montana-Western,One but less than two years certificate;Associate's degree;Bachelor's degree,710 S Atlantic St,Dillon,MT,59725,USA,Beaverhead,30001,,,MST,Y,(406) 683-7011,,http://www.umwestern.edu,,Public,4 Years,Town: Remote,1,1255,14 to 1,,,,,,,,,,,,,
The University of Tampa,Associate's degree;Bachelor's degree;Master's degree;Post-master's certificate,401 W Kennedy Blvd,Tampa,FL,33606,USA,Hillsborough,12057,8280,,EST,Y,(813) 253-3333,,http://www.ut.edu,,Private (Not For Profit),4 Years,City: Large,1,6291,17 to 1,,,,,,,,,,,,,
The University of Tennessee,Bachelor's degree;Postbaccalaureate certificate;Master's degree,527 Andy Holt Tower,Knoxville,TN,37916,USA,Knox,47093,3840,,EST,Y,(865) 974-1000,,http://www.tennessee.edu,,Public,4 Years,City: Midsize,1,29934,19 to 1,,,,,,,,,,,,,
The University of Tennessee at Chattanooga,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,615 McCallie Ave,Chattanooga,TN,37403,USA,Hamilton,47065,1560,,EST,Y,(423) 425-4111,,http://www.utc.edu,,Public,4 Years,City: Midsize,1,10526,18 to 1,,,,,,,,,,,,,
The University of Tennessee-Martin,Bachelor's degree;Master's degree,University St,Martin,TN,38237,USA,Weakley,47183,,,CST,Y,(731) 881-7000,,http://www.utm.edu,,Public,4 Years,Town: Remote,1,8163,19 to 1,,,,,,,,,,,,,
The University of Texas at Arlington,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,701 S Nedderman Dr,Arlington,TX,76010,USA,Tarrant,48439,,2800,CST,Y,(817) 272-2011,,http://www.WWW.UTA.EDU,,Public,4 Years,City: Large,1,28085,23 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.",,Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
The University of Texas at Austin,Bachelor's degree;Master's degree,1925 San Jacinto Blvd,Austin,TX,78712,USA,Travis,48453,640,,CST,Y,(512) 471-3434,,http://www.utexas.edu,,Public,4 Years,City: Large,1,50995,17 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.",,Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
